('265', '168', '265')
('5', '195', '206')
('5', '192', '5')
('5', '192', '33')
('5', '192', '125')
('5', '142', '4')
('33', '192', '6')
('33', '192', '192')
('3', '6', '174')
('3', '3', '195')
('3', '240', '5')
('3', '199', '199')
('3', '192', '142')
('3', '168', '78')
('3', '104', '104')
('3', '102', '102')
('265', '54', '146')
('265', '175', '3')
('240', '5', '197')
('221', '221', '221')
('206', '5', '6')
('199', '199', '5')
('199', '199', '199')
('197', '3', '3')
('192', '5', '5')
('192', '3', '240')
('175', '91', '265')
('175', '6', '3')
('175', '54', '175')
('175', '174', '174')
('175', '142', '175')
('175', '142', '146')
('175', '104', '265')
('174', '57', '175')
('174', '174', '57')
('174', '174', '11')
('174', '11', '45')
('168', '5', '6')
('146', '3', '146')
('146', '3', '104')
('146', '265', '146')
('146', '146', '3')
('146', '142', '175')
('142', '265', '175')
('142', '265', '119')
('142', '175', '265')
('142', '104', '175')
('142', '102', '102')
('13', '5', '5')
('104', '265', '175')
('104', '175', '3')
('104', '175', '142')
('104', '104', '3')
('102', '78', '146')
('102', '78', '102')
('102', '6', '33')
('102', '5', '5')
('102', '195', '78')
('91', '91', '6')
('91', '5', '6')
('91', '5', '192')
('85', '85', '141')
('78', '265', '13')
('78', '195', '142')
('78', '102', '146')
('66', '63', '63')
('6', '6', '3')
('6', '6', '192')
('6', '6', '11')
('6', '33', '3')
('6', '192', '5')
('6', '192', '125')
('6', '142', '78')
('6', '102', '5')
('5', '91', '6')
('5', '91', '3')
('5', '6', '125')
('5', '5', '102')
('5', '33', '6')
('5', '125', '125')
('4', '78', '265')
('33', '5', '195')
('33', '33', '5')
('33', '3', '3')
('3', '91', '142')
('3', '6', '197')
('3', '5', '192')
('3', '5', '102')
('3', '4', '3')
('3', '199', '5')
('3', '192', '6')
('3', '175', '91')
('3', '146', '146')
('3', '142', '4')
('265', '78', '4')
('265', '175', '265')
('265', '146', '104')
('265', '13', '78')
('265', '104', '104')
('240', '78', '265')
('240', '265', '13')
('199', '5', '197')
('197', '5', '192')
('197', '192', '5')
('195', '340', '168')
('195', '206', '60')
('195', '142', '78')
('192', '6', '6')
('192', '5', '197')
('192', '3', '91')
('192', '192', '3')
('192', '192', '197')
('192', '192', '125')
('192', '142', '265')
('192', '125', '125')
('175', '3', '265')
