('168', '168', '168')
('104', '265', '265')
('104', '142', '3')
('102', '85', '265')
('102', '85', '195')
('102', '27', '27')
('102', '146', '142')
('102', '102', '10')
('10', '309', '102')
('91', '33', '5')
('91', '13', '196')
('85', '85', '196')
('85', '196', '102')
('78', '168', '78')
('78', '102', '146')
('7', '7', '102')
('6', '91', '3')
('6', '78', '102')
('6', '6', '142')
('6', '142', '6')
('5', '6', '6')
('4', '265', '4')
('309', '85', '85')
('309', '5', '5')
('309', '309', '5')
('309', '309', '309')
('3', '6', '195')
('3', '43', '265')
('3', '3', '43')
('3', '142', '4')
('265', '78', '240')
('265', '4', '13')
('265', '265', '104')
('265', '13', '240')
('240', '4', '265')
('240', '240', '174')
('196', '265', '102')
('195', '196', '102')
('195', '195', '195')
('195', '195', '175')
('195', '175', '195')
('195', '142', '142')
('192', '5', '6')
('192', '5', '192')
('175', '5', '195')
('175', '195', '195')
('168', '168', '195')
('146', '78', '102')
('146', '265', '265')
('142', '142', '104')
('142', '104', '265')
('13', '142', '78')
('13', '102', '102')
('125', '3', '91')
('125', '258', '311')
('104', '3', '265')
('102', '265', '168')
('91', '91', '3')
('91', '5', '6')
('91', '195', '3')
('85', '195', '309')
('85', '102', '85')
('85', '10', '102')
('78', '78', '4')
('78', '78', '3')
('78', '78', '13')
('78', '6', '6')
('78', '3', '168')
('78', '265', '240')
('6', '91', '13')
('6', '78', '146')
('6', '6', '78')
('6', '5', '91')
('5', '309', '5')
('5', '309', '309')
('5', '309', '27')
('5', '221', '140')
('5', '192', '91')
('43', '43', '265')
('43', '3', '43')
('4', '4', '265')
('4', '168', '168')
('33', '5', '221')
('309', '85', '102')
('3', '265', '104')
('27', '85', '265')
('27', '5', '309')
('27', '309', '309')
('265', '4', '4')
('265', '265', '78')
('265', '142', '146')
('265', '104', '142')
('240', '78', '265')
('240', '174', '174')
('195', '197', '3')
('192', '5', '5')
('168', '146', '146')
('146', '78', '146')
('146', '265', '146')
('146', '265', '142')
('146', '146', '168')
('146', '104', '265')
('142', '91', '91')
('142', '13', '78')
('142', '13', '142')
('142', '102', '6')
('13', '142', '142')
('125', '3', '3')
('104', '104', '142')
('102', '85', '196')
('102', '85', '10')
('102', '27', '7')
('102', '174', '174')
('10', '102', '5')
('91', '5', '140')
('91', '199', '195')
('85', '85', '85')
('85', '195', '265')
('85', '195', '195')
('85', '102', '5')
('78', '3', '3')
('6', '6', '91')
('6', '6', '6')
('6', '6', '102')
('6', '33', '3')
('6', '3', '3')
('6', '197', '5')
('6', '195', '5')
('6', '192', '192')
('6', '102', '6')
('5', '91', '6')
('5', '6', '91')
('5', '5', '197')
('5', '5', '125')
('5', '27', '102')
('4', '3', '3')
('33', '192', '6')
('33', '192', '33')
('309', '195', '5')
('309', '102', '10')
('309', '10', '102')
('3', '91', '91')
('3', '91', '3')
('3', '78', '3')
('3', '6', '6')
('3', '5', '6')
('3', '5', '197')
('3', '265', '102')
('3', '146', '265')
('27', '27', '5')
('265', '43', '43')
('221', '140', '27')
('199', '195', '5')
('197', '3', '6')
('196', '309', '102')
('195', '27', '85')
('195', '265', '102')
('195', '102', '309')
('192', '6', '192')
('192', '3', '91')
('192', '192', '5')
('192', '192', '125')
('175', '6', '3')
('174', '174', '122')
('174', '122', '91')
('168', '4', '168')
('168', '240', '168')
('168', '195', '168')
('168', '168', '340')
('146', '146', '142')
('146', '142', '102')
('142', '6', '102')
('142', '3', '146')
('142', '146', '265')
('142', '102', '13')
('13', '78', '142')
('125', '5', '192')
('125', '3', '5')
('125', '195', '3')
('120', '6', '102')
('102', '7', '7')
('102', '5', '10')
('102', '309', '196')
('102', '196', '102')
('102', '120', '102')
('102', '102', '196')
('102', '102', '146')
('91', '91', '4')
('91', '6', '3')
('91', '6', '195')
('91', '4', '3')
('85', '5', '309')
('85', '5', '102')
('85', '265', '10')
('78', '78', '265')
('78', '195', '102')
('78', '146', '6')
('78', '13', '142')
('6', '91', '199')
('6', '3', '5')
('6', '27', '102')
('6', '174', '174')
('6', '142', '4')
('6', '102', '7')
('6', '102', '309')
('57', '175', '54')
('54', '175', '6')
('5', '91', '91')
('5', '91', '195')
('5', '85', '195')
('5', '5', '309')
('5', '309', '85')
('5', '3', '195')
('5', '195', '195')
('5', '125', '3')
('45', '45', '175')
('45', '33', '192')
('4', '265', '13')
('4', '240', '265')
('340', '168', '3')
('340', '168', '168')
('309', '5', '195')
('309', '309', '85')
('309', '27', '85')
('309', '27', '309')
('309', '27', '10')
('309', '195', '196')
('309', '102', '195')
('3', '6', '3')
('3', '6', '174')
('3', '3', '78')
('3', '3', '102')
('3', '196', '196')
('3', '195', '3')
('3', '192', '5')
('3', '146', '3')
('27', '6', '102')
('27', '5', '10')
('27', '309', '5')
('27', '27', '309')
('265', '5', '102')
('265', '146', '142')
('265', '13', '13')
('240', '265', '78')
('240', '265', '13')
('221', '102', '6')
('197', '5', '3')
('197', '3', '5')
('197', '192', '33')
('196', '102', '85')
('196', '102', '27')
('195', '85', '102')
('195', '78', '146')
('195', '78', '102')
('195', '5', '5')
('195', '5', '102')
('195', '265', '5')
('195', '195', '5')
('195', '146', '78')
('195', '102', '27')
('192', '91', '91')
('192', '91', '3')
('192', '6', '91')
('192', '3', '6')
('192', '192', '243')
('192', '125', '3')
('175', '54', '175')
('175', '191', '122')
('175', '174', '174')
('174', '57', '175')
('174', '175', '191')
('174', '174', '57')
('174', '174', '175')
('174', '174', '11')
('174', '11', '45')
('168', '3', '146')
('168', '168', '142')
('146', '78', '6')
('146', '6', '78')
('146', '6', '142')
('146', '142', '3')
('146', '104', '142')
('146', '102', '78')
('142', '78', '13')
('142', '3', '196')
('142', '146', '3')
('142', '102', '195')
('13', '265', '4')
('13', '240', '265')
('13', '196', '5')
('125', '3', '195')
('122', '91', '3')
('120', '102', '102')
('114', '162', '114')
('11', '45', '33')
('104', '104', '3')
('102', '5', '6')
('102', '5', '27')
('102', '309', '10')
('102', '3', '3')
