('168', '168', '168')
('91', '5', '196')
('91', '5', '140')
('91', '45', '5')
('91', '45', '45')
('91', '3', '197')
('91', '3', '162')
('91', '265', '3')
('91', '258', '311')
('91', '197', '91')
('91', '197', '5')
('91', '192', '3')
('91', '104', '168')
('78', '78', '4')
('78', '146', '168')
('78', '13', '78')
('78', '13', '102')
('78', '104', '174')
('60', '60', '183')
('60', '183', '12')
