@relation KDDTrain-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.Resample-B0.0-S1-Z18.0-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K5-P1000.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P125.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P150.0-S1-weka.filters.supervised.instance.SMOTE-C4-K5-P800.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute duration numeric
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute wrong_fragment numeric
@attribute urgent numeric
@attribute hot numeric
@attribute num_failed_logins numeric
@attribute num_compromised numeric
@attribute root_shell numeric
@attribute su_attempted numeric
@attribute num_root numeric
@attribute num_file_creations numeric
@attribute num_shells numeric
@attribute num_access_files numeric
@attribute num_outbound_cmds numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute class {adduser,hydraftp,hydrassh,javameter,meterpreter,webshell}

@data
45, 19, 194, 14, 6, 0, 62, 62, 62, 34, 173, 79, 10, 67, 9, 28, 15, 30, hydrassh
16, 30, 56, 0, 0, 0, 6, 6, 0, 41, 41, 40, 4, 19, 19, 20, 24, 35, javameter
13, 24, 55, 0, 0, 0, 12, 8, 0, 32, 0, 17, 26, 26, 25, 8, 33, 16, meterpreter
39, 37, 47, 0, 0, 0, 20, 9, 0, 50, 1, 109, 4, 9, 34, 37, 36, 36, webshell
26, 26, 26, 7, 0, 0, 7, 65, 0, 61, 0, 0, 23, 20, 27, 31, 23, 23, adduser
20, 19, 6, 50, 50, 49, 32, 68, 22, 53, 0, 3, 24, 3, 11, 66, 25, 20, hydraftp
23, 27, 10, 67, 6, 21, 62, 61, 60, 146, 4, 4, 13, 10, 19, 66, 26, 20, hydrassh
28, 47, 9, 19, 0, 12, 16, 43, 0, 40, 40, 40, 31, 20, 30, 25, 35, 25, javameter
23, 39, 18, 26, 1, 1, 14, 66, 0, 31, 10, 1, 25, 25, 24, 30, 35, 10, meterpreter
39, 54, 20, 9, 0, 2, 9, 51, 5, 90, 0, 0, 42, 11, 37, 35, 35, 35, webshell
25, 25, 25, 18, 7, 41, 15, 0, 0, 0, 48, 0, 5, 21, 22, 0, 11, 43, adduser
17, 5, 17, 49, 49, 49, 14, 31, 30, 8, 36, 17, 19, 7, 1, 30, 2, 83, hydraftp
30, 11, 31, 34, 62, 30, 60, 60, 60, 7, 49, 9, 82, 16, 18, 60, 9, 81, hydrassh
35, 21, 26, 23, 6, 33, 52, 3, 19, 40, 40, 39, 25, 19, 11, 19, 19, 28, javameter
16, 12, 28, 10, 8, 27, 41, 0, 0, 440, 39, 0, 24, 24, 24, 0, 25, 37, meterpreter
36, 25, 28, 71, 9, 26, 38, 23, 34, 344, 82, 4, 11, 18, 7, 34, 34, 33, webshell
24, 24, 23, 12, 58, 72, 14, 4, 0, 18, 40, 38, 11, 48, 13, 18, 22, 0, adduser
14, 1, 9, 48, 48, 48, 16, 9, 21, 17, 154, 172, 9, 32, 8, 19, 20, 0, hydraftp
15, 5, 30, 18, 57, 90, 60, 59, 59, 35, 135, 136, 13, 41, 9, 21, 53, 0, hydrassh
16, 7, 12, 23, 71, 46, 14, 5, 0, 39, 39, 39, 10, 38, 33, 32, 21, 0, javameter
18, 11, 20, 13, 44, 70, 11, 8, 0, 52, 53, 53, 24, 24, 23, 13, 17, 0, meterpreter
31, 1, 25, 78, 118, 71, 18, 8, 5, 49, 23, 22, 19, 38, 27, 33, 32, 31, webshell
23, 23, 23, 5, 2, 0, 0, 0, 0, 0, 1, 41, 26, 23, 17, 27, 23, 23, adduser
12, 16, 66, 47, 46, 45, 22, 20, 22, 234, 6, 37, 20, 10, 8, 1, 10, 11, hydraftp
33, 83, 729, 39, 16, 98, 59, 58, 58, 131, 2, 65, 23, 40, 7, 35, 40, 17, hydrassh
31, 25, 54, 6, 4, 1, 1, 0, 2, 39, 38, 38, 28, 13, 22, 18, 13, 16, javameter
29, 16, 52, 9, 3, 0, 0, 0, 0, 0, 10, 49, 23, 23, 22, 20, 23, 21, meterpreter
37, 26, 52, 8, 8, 9, 4, 5, 12, 1, 4, 63, 39, 31, 19, 31, 31, 31, webshell
23, 23, 23, 0, 0, 0, 10, 58, 0, 48, 17, 35, 20, 15, 15, 24, 0, 16, adduser
2, 84, 22, 45, 45, 45, 69, 48, 25, 32, 10, 157, 10, 64, 9, 14, 39, 2, hydraftp
16, 819, 137, 0, 25, 0, 57, 57, 57, 41, 8, 129, 20, 54, 19, 15, 57, 22, hydrassh
8, 55, 26, 0, 4, 0, 11, 71, 426, 38, 37, 37, 17, 20, 10, 16, 3, 20, javameter
20, 51, 10, 0, 0, 0, 6, 44, 0, 24, 29, 50, 22, 22, 22, 18, 0, 21, meterpreter
11, 55, 26, 0, 1, 0, 25, 118, 1, 38, 19, 22, 17, 9, 12, 31, 31, 30, webshell
23, 23, 23, 0, 39, 15, 56, 0, 105, 35, 0, 0, 18, 16, 23, 7, 35, 0, adduser
25, 24, 10, 44, 44, 44, 55, 39, 5, 111, 14, 52, 18, 2, 11, 12, 159, 0, hydraftp
26, 13, 40, 132, 377, 24, 57, 57, 57, 189, 12, 35, 29, 22, 17, 7, 129, 2, hydrassh
35, 31, 13, 478, 42, 33, 58, 3, 119, 37, 37, 36, 34, 20, 16, 15, 41, 2, javameter
35, 25, 23, 0, 61, 10, 51, 0, 0, 52, 1, 0, 21, 21, 21, 5, 50, 0, meterpreter
35, 42, 31, 6, 60, 73, 82, 31, 0, 21, 2, 4, 14, 30, 31, 29, 29, 29, webshell
23, 23, 23, 29, 57, 54, 28, 54, 59, 35, 35, 35, 20, 22, 17, 22, 0, 25, adduser
11, 8, 20, 44, 44, 44, 21, 43, 53, 112, 94, 112, 7, 4, 12, 12, 28, 17, hydraftp
17, 33, 20, 31, 112, 39, 56, 56, 56, 111, 91, 112, 14, 12, 21, 17, 66, 31, hydrassh
16, 14, 25, 35, 58, 49, 32, 56, 57, 36, 36, 36, 9, 11, 20, 18, 3, 26, javameter
21, 19, 10, 32, 34, 44, 32, 31, 44, 49, 49, 49, 21, 21, 21, 28, 0, 28, meterpreter
31, 27, 35, 45, 101, 94, 56, 84, 85, 21, 21, 21, 17, 14, 20, 29, 28, 28, webshell
22, 22, 22, 0, 0, 54, 0, 15, 0, 2, 3, 25, 23, 27, 23, 18, 14, 19, adduser
24, 12, 1, 44, 43, 43, 3, 64, 19, 6, 5, 17, 9, 1, 2, 17, 1, 16, hydraftp
26, 17, 18, 106, 17, 56, 54, 54, 54, 1, 1, 30, 30, 35, 16, 17, 17, 16, hydrassh
30, 18, 11, 1, 0, 56, 2, 20, 0, 35, 35, 35, 12, 18, 8, 23, 21, 26, javameter
29, 28, 24, 0, 0, 31, 4, 22, 0, 6, 10, 16, 20, 20, 20, 27, 20, 11, meterpreter
55, 29, 7, 1, 0, 84, 14, 9, 5, 4, 7, 36, 25, 31, 11, 28, 28, 28, webshell
22, 22, 22, 46, 0, 0, 60, 0, 22, 29, 23, 31, 13, 21, 14, 13, 12, 0, adduser
20, 4, 13, 43, 43, 43, 37, 113, 20, 44, 25, 22, 12, 1, 1, 8, 0, 31, hydraftp
53, 12, 8, 34, 84, 15, 53, 53, 53, 31, 26, 113, 17, 8, 17, 9, 19, 31, hydrassh
21, 11, 20, 41, 4, 0, 44, 1, 21, 35, 35, 35, 9, 13, 21, 33, 9, 5, javameter
17, 21, 16, 32, 0, 0, 48, 0, 17, 32, 35, 19, 20, 20, 20, 23, 18, 0, meterpreter
32, 14, 12, 50, 16, 0, 72, 2, 32, 45, 35, 38, 18, 16, 28, 27, 27, 27, webshell
22, 21, 21, 5, 0, 0, 62, 0, 1, 0, 18, 18, 21, 20, 23, 23, 46, 0, adduser
0, 0, 2, 42, 41, 41, 64, 27, 13, 0, 18, 9, 20, 9, 8, 8, 23, 26, hydraftp
0, 0, 4, 33, 0, 30, 53, 52, 51, 0, 29, 7, 14, 9, 33, 33, 27, 43, hydrassh
32, 3, 11, 6, 0, 0, 54, 0, 0, 34, 34, 34, 30, 12, 14, 14, 11, 15, javameter
0, 0, 13, 8, 0, 0, 56, 0, 0, 9, 21, 28, 19, 19, 19, 19, 46, 0, meterpreter
0, 5, 23, 3, 0, 0, 40, 12, 0, 0, 14, 25, 42, 17, 27, 27, 27, 27, webshell
21, 21, 21, 0, 0, 1411, 0, 31, 48, 15, 13, 65, 20, 31, 17, 11, 0, 23, adduser
1, 13, 7, 40, 40, 40, 18, 34, 36, 44, 8, 24, 5, 22, 137, 10, 0, 16, hydraftp
8, 17, 16, 8, 97, 64, 50, 49, 49, 24, 9, 73, 19, 113, 162, 20, 0, 83, hydrassh
13, 13, 19, 0, 0, 1254, 0, 42, 40, 33, 33, 33, 14, 35, 15, 12, 0, 25, javameter
20, 15, 24, 0, 0, 0, 0, 27, 39, 10, 23, 62, 19, 19, 18, 14, 0, 16, meterpreter
16, 17, 18, 0, 5, 0, 0, 42, 82, 73, 27, 11, 15, 38, 17, 27, 26, 26, webshell
21, 20, 20, 0, 0, 11, 375, 0, 0, 41, 28, 38, 12, 6, 35, 23, 41, 23, adduser
20, 0, 10, 40, 39, 38, 14, 38, 4, 49, 21, 24, 0, 13, 16, 22, 49, 9, hydraftp
14, 0, 20, 32, 57, 24, 49, 48, 48, 30, 56, 37, 19, 10, 40, 137, 30, 30, hydrassh
30, 2, 17, 0, 3, 15, 384, 2, 4, 33, 32, 32, 9, 10, 22, 26, 33, 12, javameter
19, 0, 22, 0, 0, 5, 0, 0, 4, 27, 32, 32, 18, 18, 18, 10, 27, 20, meterpreter
42, 0, 17, 0, 31, 43, 0, 16, 10, 26, 56, 55, 27, 17, 41, 26, 26, 25, webshell
20, 20, 20, 0, 4, 0, 381, 33, 0, 33, 0, 22, 14, 24, 19, 3, 10, 25, adduser
13, 5, 1, 38, 38, 38, 13, 17, 23, 17, 0, 0, 6, 14, 5, 21, 69, 5, hydraftp
12, 25, 11, 18, 93, 48, 48, 47, 47, 47, 0, 0, 8, 15, 16, 16, 57, 11, hydrassh
16, 19, 9, 1, 2, 2, 388, 32, 0, 32, 32, 32, 10, 16, 13, 7, 11, 21, javameter
11, 27, 32, 0, 0, 0, 0, 15, 0, 15, 0, 0, 18, 18, 18, 7, 6, 12, meterpreter
21, 1, 11, 0, 1, 16, 0, 47, 5, 47, 0, 0, 16, 31, 18, 25, 25, 25, webshell
20, 20, 20, 60, 41, 0, 0, 27, 5, 18, 23, 0, 26, 34, 7, 18, 0, 5, adduser
11, 3, 9, 37, 37, 37, 0, 17, 18, 19, 12, 0, 6, 59, 9, 9, 0, 14, hydraftp
7, 10, 9, 53, 65, 21, 46, 45, 44, 21, 33, 0, 10, 79, 34, 7, 0, 3, hydrassh
14, 20, 12, 44, 38, 1, 0, 16, 1, 32, 31, 31, 9, 40, 13, 34, 0, 4, javameter
30, 25, 19, 48, 49, 0, 0, 13, 3, 13, 29, 0, 18, 17, 17, 28, 0, 3, meterpreter
21, 11, 17, 72, 63, 0, 0, 39, 13, 33, 37, 0, 20, 109, 10, 25, 25, 24, webshell
20, 20, 19, 15, 48, 0, 5, 2, 0, 0, 23, 0, 6, 19, 22, 0, 19, 17, adduser
7, 5, 6, 36, 36, 36, 11, 5, 22, 0, 24, 0, 7, 15, 20, 0, 12, 5, hydraftp
14, 19, 12, 121, 49, 19, 44, 44, 43, 0, 13, 0, 8, 4, 53, 0, 22, 9, hydrassh
9, 14, 11, 44, 40, 0, 14, 2, 502, 31, 31, 30, 14, 15, 21, 0, 20, 16, javameter
21, 19, 14, 38, 39, 0, 12, 5, 0, 1, 25, 1, 17, 17, 17, 0, 30, 8, meterpreter
17, 15, 18, 49, 82, 1, 14, 3, 7, 0, 42, 0, 5, 20, 32, 24, 24, 24, webshell
19, 19, 19, 0, 36, 0, 0, 0, 0, 22, 27, 21, 10, 14, 14, 9, 11, 0, adduser
12, 15, 4, 36, 36, 35, 20, 26, 25, 24, 11, 20, 0, 2, 14, 20, 20, 31, hydraftp
22, 4, 12, 0, 20, 19, 43, 43, 43, 26, 19, 14, 6, 4, 26, 20, 21, 60, hydrassh
20, 15, 6, 0, 25, 1, 0, 15, 0, 30, 30, 30, 5, 5, 9, 12, 18, 3, javameter
30, 17, 14, 0, 31, 3, 0, 0, 0, 29, 24, 19, 17, 17, 16, 10, 9, 0, meterpreter
24, 20, 2, 0, 199, 3, 11, 27, 4, 55, 37, 42, 6, 8, 18, 23, 23, 23, webshell
19, 19, 18, 46, 36, 0, 0, 48, 0, 47, 26, 43, 10, 23, 25, 0, 1, 11, adduser
5, 16, 49, 35, 35, 34, 22, 32, 9, 32, 20, 83, 96, 16, 17, 0, 28, 7, hydraftp
16, 16, 34, 21, 21, 22, 41, 41, 40, 35, 23, 81, 123, 83, 30, 0, 18, 10, hydrassh
13, 26, 23, 47, 25, 4, 3, 38, 0, 29, 28, 28, 8, 25, 35, 0, 13, 2, javameter
18, 11, 10, 39, 28, 3, 0, 24, 0, 52, 23, 37, 16, 16, 16, 0, 5, 14, meterpreter
18, 28, 71, 75, 420, 20, 14, 38, 0, 16, 39, 33, 17, 26, 36, 23, 23, 23, webshell
18, 18, 18, 0, 31, 0, 35, 23, 0, 8, 0, 0, 13, 14, 22, 21, 40, 91, adduser
18, 0, 9, 34, 34, 34, 16, 10, 0, 3, 0, 0, 7, 3, 13, 2, 154, 0, hydraftp
29, 0, 7, 11, 49, 6, 40, 40, 39, 9, 0, 0, 6, 8, 8, 4, 135, 0, hydrassh
34, 3, 34, 0, 42, 0, 22, 13, 0, 28, 27, 27, 7, 5, 20, 11, 39, 12, javameter
21, 0, 28, 0, 27, 0, 18, 23, 0, 9, 1, 2, 16, 16, 16, 13, 53, 0, meterpreter
14, 3, 25, 2, 42, 1, 41, 31, 0, 4, 2, 0, 8, 2, 12, 23, 23, 22, webshell
18, 18, 18, 0, 0, 8, 0, 5, 54, 143, 38, 0, 8, 21, 9, 0, 35, 17, adduser
17, 17, 1, 34, 33, 33, 15, 47, 44, 0, 32, 0, 7, 13, 3, 0, 157, 11, hydraftp
35, 17, 3, 0, 2, 62, 39, 39, 39, 0, 21, 0, 15, 17, 18, 0, 129, 13, hydrassh
39, 23, 8, 0, 0, 6, 0, 6, 49, 27, 27, 26, 15, 13, 11, 0, 37, 17, javameter
52, 27, 8, 0, 0, 12, 0, 9, 44, 0, 31, 0, 15, 15, 15, 0, 50, 12, meterpreter
49, 28, 2, 0, 0, 20, 4, 8, 94, 9, 186, 0, 17, 17, 8, 22, 22, 22, webshell
18, 18, 18, 0, 0, 0, 0, 38, 0, 25, 47, 23, 11, 33, 0, 15, 38, 8, adduser
1, 19, 9, 33, 33, 33, 6, 24, 21, 17, 24, 22, 1, 17, 5, 13, 172, 20, hydraftp
7, 21, 7, 0, 2, 0, 37, 37, 37, 31, 17, 137, 2, 47, 4, 20, 136, 3, hydrassh
4, 32, 12, 0, 0, 0, 0, 32, 0, 26, 26, 26, 4, 32, 55, 16, 39, 9, javameter
12, 13, 13, 0, 0, 0, 0, 32, 0, 28, 13, 10, 15, 15, 14, 10, 53, 7, meterpreter
3, 33, 22, 0, 0, 0, 0, 55, 2, 28, 46, 26, 5, 47, 0, 22, 22, 22, webshell
18, 17, 17, 0, 0, 0, 0, 0, 0, 30, 19, 23, 11, 19, 16, 0, 18, 35, adduser
17, 137, 10, 32, 32, 32, 25, 0, 27, 16, 16, 16, 7, 6, 2, 133, 9, 112, hydraftp
9, 162, 8, 14, 0, 5, 37, 37, 36, 14, 16, 83, 10, 12, 7, 117, 7, 111, hydrassh
18, 15, 37, 1, 0, 0, 3, 0, 2, 26, 26, 25, 2, 11, 10, 6, 12, 36, javameter
8, 18, 29, 1, 1, 0, 0, 0, 0, 10, 11, 16, 14, 14, 14, 0, 13, 49, meterpreter
14, 17, 19, 7, 0, 0, 13, 0, 16, 42, 28, 26, 23, 18, 10, 22, 22, 21, webshell
17, 17, 17, 5, 0, 38, 0, 0, 27, 31, 5, 36, 17, 12, 11, 107, 7, 2, adduser
8, 11, 0, 32, 32, 32, 52, 10, 1, 66, 19, 35, 0, 1, 1, 0, 10, 24, hydraftp
7, 13, 6, 578, 0, 21, 35, 35, 35, 66, 82, 21, 6, 6, 6, 0, 12, 14, hydrassh
22, 17, 6, 9, 1, 27, 36, 1, 18, 25, 25, 25, 6, 8, 6, 13, 5, 10, javameter
22, 12, 14, 2, 0, 31, 0, 0, 20, 30, 24, 28, 14, 14, 14, 0, 6, 10, meterpreter
19, 22, 12, 46, 0, 186, 4, 12, 31, 35, 11, 420, 12, 5, 4, 21, 21, 21, webshell
17, 17, 17, 47, 48, 0, 18, 0, 47, 23, 14, 55, 19, 10, 7, 35, 146, 4, adduser
5, 8, 13, 32, 32, 32, 17, 8, 32, 20, 25, 28, 4, 4, 8, 94, 0, 6, hydraftp
9, 8, 26, 35, 41, 1, 35, 35, 35, 20, 129, 32, 12, 6, 12, 91, 0, 3, hydrassh
16, 18, 11, 29, 38, 1, 39, 0, 29, 25, 25, 25, 6, 7, 9, 36, 20, 8, javameter
8, 12, 14, 52, 24, 2, 52, 0, 52, 10, 13, 59, 14, 14, 14, 49, 0, 7, meterpreter
24, 18, 14, 16, 38, 0, 49, 0, 16, 35, 20, 17, 2, 6, 17, 21, 21, 21, webshell
17, 16, 16, 7, 0, 10, 18, 0, 7, 36, 0, 28, 11, 17, 7, 5, 20, 12, adduser
12, 2, 13, 32, 31, 31, 49, 12, 9, 36, 0, 26, 10, 13, 32, 18, 13, 6, hydraftp
21, 22, 13, 62, 28, 22, 34, 34, 34, 20, 0, 15, 20, 26, 62, 27, 12, 70, hydrassh
20, 20, 22, 16, 3, 14, 23, 0, 13, 25, 24, 24, 12, 11, 16, 6, 16, 19, javameter
21, 21, 8, 14, 3, 7, 10, 0, 17, 31, 2, 33, 14, 14, 14, 6, 11, 26, meterpreter
20, 30, 14, 9, 0, 44, 71, 0, 10, 199, 1, 36, 27, 14, 9, 21, 21, 21, webshell
16, 16, 16, 0, 0, 0, 0, 46, 0, 18, 12, 18, 5, 12, 10, 35, 20, 44, adduser
2, 7, 0, 31, 31, 31, 12, 43, 28, 49, 48, 17, 9, 48, 65, 112, 11, 3, hydraftp
7, 21, 15, 0, 60, 31, 34, 34, 34, 34, 18, 17, 9, 18, 16, 112, 7, 11, hydrassh
10, 8, 7, 0, 3, 5, 0, 41, 1, 23, 23, 23, 5, 23, 17, 36, 14, 23, javameter
14, 6, 9, 0, 0, 0, 0, 32, 0, 10, 13, 27, 13, 13, 13, 49, 30, 38, meterpreter
10, 10, 18, 0, 23, 27, 0, 50, 5, 71, 78, 28, 11, 78, 46, 21, 21, 21, webshell
15, 15, 15, 0, 0, 0, 23, 23, 5, 44, 0, 8, 27, 21, 47, 35, 0, 8, adduser
36, 14, 44, 31, 30, 30, 12, 8, 42, 3, 0, 22, 17, 2, 24, 111, 34, 11, hydraftp
121, 60, 24, 91, 4, 22, 33, 33, 33, 11, 0, 12, 45, 4, 17, 189, 22, 2, hydrassh
44, 52, 33, 1, 13, 0, 31, 14, 6, 23, 23, 22, 16, 11, 26, 37, 4, 10, javameter
38, 41, 10, 0, 1, 0, 29, 19, 8, 38, 0, 9, 13, 13, 13, 52, 3, 6, meterpreter
49, 38, 73, 10, 0, 0, 37, 27, 3, 21, 0, 37, 39, 23, 46, 21, 20, 20, webshell
15, 15, 15, 0, 0, 0, 29, 55, 0, 17, 16, 35, 6, 7, 14, 8, 0, 0, adduser
13, 64, 0, 30, 30, 30, 22, 28, 18, 8, 13, 16, 1, 2, 1, 33, 30, 12, hydraftp
20, 54, 0, 12, 60, 0, 32, 32, 32, 7, 13, 40, 19, 10, 6, 62, 12, 20, hydrassh
16, 20, 0, 2, 19, 0, 47, 25, 0, 22, 22, 22, 1, 3, 3, 6, 2, 2, javameter
10, 22, 178, 0, 0, 0, 45, 59, 0, 22, 8, 18, 13, 13, 13, 12, 0, 0, meterpreter
22, 9, 119, 20, 34, 0, 44, 17, 0, 19, 14, 41, 2, 15, 5, 20, 20, 20, webshell
15, 14, 14, 0, 0, 2, 0, 0, 0, 0, 25, 22, 11, 14, 18, 5, 19, 10, adduser
9, 0, 14, 30, 30, 28, 9, 0, 16, 0, 5, 20, 6, 25, 19, 6, 15, 11, hydraftp
19, 0, 26, 18, 20, 11, 32, 32, 32, 0, 11, 53, 15, 129, 21, 13, 4, 14, hydrassh
10, 4, 9, 0, 0, 7, 0, 0, 0, 21, 21, 21, 5, 25, 32, 4, 15, 9, javameter
22, 0, 16, 0, 0, 0, 0, 0, 0, 0, 12, 17, 13, 13, 13, 3, 17, 7, meterpreter
12, 4, 18, 0, 0, 16, 2, 0, 2, 0, 25, 32, 6, 20, 33, 20, 20, 20, webshell
14, 14, 14, 0, 1, 26, 0, 0, 0, 14, 1, 146, 18, 0, 8, 14, 26, 0, adduser
1, 1, 6, 28, 28, 28, 40, 25, 2, 1, 2, 0, 9, 139, 33, 25, 6, 17, hydraftp
6, 17, 8, 66, 18, 194, 32, 31, 31, 17, 3, 0, 7, 74, 62, 129, 10, 29, hydrassh
3, 21, 10, 3, 13, 56, 0, 2, 1, 21, 20, 20, 12, 238, 6, 25, 9, 1, javameter
13, 20, 18, 0, 5, 55, 0, 0, 0, 20, 10, 0, 13, 13, 12, 13, 18, 0, meterpreter
5, 28, 16, 28, 23, 47, 0, 7, 0, 28, 2, 21, 22, 46, 20, 20, 20, 20, webshell
14, 14, 14, 0, 0, 0, 25, 29, 0, 16, 19, 0, 5, 5, 0, 12, 17, 0, adduser
25, 2, 0, 28, 28, 28, 17, 44, 31, 2, 12, 0, 4, 11, 9, 8, 12, 344, hydraftp
129, 4, 2, 20, 34, 17, 31, 31, 31, 22, 22, 0, 3, 44, 1, 19, 21, 470, hydrassh
25, 5, 6, 0, 1, 0, 26, 35, 5, 20, 20, 20, 8, 14, 376, 13, 20, 12, javameter
13, 17, 12, 0, 0, 0, 28, 32, 0, 21, 30, 2, 12, 12, 12, 11, 21, 0, meterpreter
20, 8, 4, 11, 5, 0, 28, 45, 27, 30, 24, 0, 8, 14, 14, 20, 20, 19, webshell
14, 14, 13, 55, 0, 0, 0, 0, 23, 15, 40, 30, 0, 8, 25, 2, 9, 17, adduser
3, 16, 8, 28, 28, 27, 0, 73, 9, 64, 2, 18, 1, 0, 5, 18, 12, 10, hydraftp
8, 60, 9, 32, 2, 6, 31, 31, 30, 54, 16, 28, 1, 4, 11, 14, 19, 8, hydrassh
5, 14, 33, 25, 0, 0, 0, 0, 12, 20, 20, 20, 3, 7, 21, 9, 18, 37, javameter
16, 11, 23, 59, 0, 0, 0, 0, 20, 22, 47, 8, 12, 12, 12, 6, 9, 29, meterpreter
2, 18, 27, 17, 0, 0, 0, 0, 25, 9, 10, 37, 0, 6, 25, 19, 19, 19, webshell
13, 13, 13, 0, 0, 0, 25, 0, 41, 20, 22, 17, 17, 7, 6, 17, 11, 9, adduser
12, 0, 7, 27, 27, 27, 17, 64, 49, 3, 13, 12, 11, 1, 0, 8, 9, 15, hydraftp
17, 6, 6, 52, 36, 2, 30, 30, 30, 10, 8, 21, 13, 5, 10, 7, 13, 10, hydrassh
9, 3, 7, 0, 2, 0, 35, 1, 33, 20, 20, 20, 17, 1, 7, 22, 10, 10, javameter
20, 12, 16, 0, 0, 0, 16, 0, 27, 25, 16, 21, 12, 12, 12, 22, 24, 4, meterpreter
18, 8, 8, 12, 16, 0, 36, 3, 26, 11, 12, 20, 22, 4, 8, 19, 19, 18, webshell
13, 12, 12, 0, 0, 28, 0, 18, 0, 0, 12, 0, 11, 0, 13, 7, 14, 0, adduser
0, 48, 0, 27, 26, 26, 41, 18, 24, 30, 6, 7, 11, 7, 0, 4, 14, 246, hydraftp
13, 18, 19, 1, 69, 15, 30, 29, 29, 60, 70, 20, 12, 20, 6, 3, 26, 413, hydrassh
5, 23, 9, 0, 1, 24, 0, 34, 1, 19, 19, 19, 12, 19, 3, 8, 9, 8, javameter
4, 13, 18, 0, 0, 33, 0, 21, 0, 0, 26, 12, 12, 12, 12, 7, 16, 0, meterpreter
11, 78, 27, 0, 4, 36, 0, 14, 16, 34, 21, 1, 15, 1, 8, 18, 18, 18, webshell
12, 12, 12, 0, 0, 0, 0, 58, 0, 20, 21, 7, 8, 11, 14, 19, 13, 21, adduser
6, 1, 0, 26, 26, 26, 1, 68, 17, 5, 7, 50, 4, 0, 0, 6, 12, 7, hydraftp
70, 6, 1, 10, 43, 21, 29, 29, 29, 25, 16, 67, 5, 9, 2, 12, 17, 16, hydrassh
19, 8, 6, 2, 15, 0, 1, 46, 1, 19, 19, 19, 4, 11, 6, 11, 9, 19, javameter
26, 14, 8, 4, 0, 0, 1, 83, 0, 27, 24, 26, 12, 12, 12, 14, 20, 24, meterpreter
21, 5, 3, 6, 27, 0, 1, 44, 20, 1, 18, 9, 0, 16, 4, 18, 18, 18, webshell
12, 11, 11, 0, 0, 0, 0, 0, 0, 11, 34, 0, 9, 17, 18, 8, 16, 19, adduser
8, 38, 0, 26, 26, 25, 31, 0, 0, 2, 3, 0, 0, 8, 1, 11, 0, 5, hydraftp
19, 24, 0, 10, 0, 31, 28, 28, 28, 9, 8, 0, 5, 8, 7, 7, 15, 16, hydrassh
13, 15, 3, 1, 0, 2, 3, 0, 1, 19, 19, 19, 3, 18, 4, 10, 7, 13, javameter
11, 5, 0, 0, 0, 0, 3, 0, 0, 25, 41, 0, 12, 12, 12, 9, 9, 18, meterpreter
20, 43, 1, 0, 0, 7, 0, 0, 0, 34, 8, 0, 10, 18, 3, 18, 18, 18, webshell
11, 11, 11, 0, 0, 0, 0, 0, 0, 91, 9, 11, 6, 7, 20, 17, 14, 9, adduser
20, 7, 11, 25, 25, 25, 18, 18, 11, 0, 12, 20, 1, 10, 13, 8, 16, 8, hydraftp
21, 10, 12, 26, 0, 0, 28, 28, 28, 0, 19, 21, 12, 76, 12, 8, 60, 19, hydrassh
18, 2, 12, 0, 0, 0, 0, 0, 1, 18, 18, 18, 9, 11, 16, 18, 14, 14, javameter
9, 14, 12, 0, 0, 0, 0, 0, 0, 1, 9, 9, 11, 11, 11, 12, 11, 30, meterpreter
23, 23, 15, 0, 0, 0, 0, 0, 0, 8, 19, 23, 13, 9, 21, 18, 18, 18, webshell
11, 11, 11, 0, 23, 14, 2, 0, 0, 27, 22, 0, 7, 8, 0, 4, 5, 17, adduser
0, 3, 4, 25, 25, 25, 2, 18, 18, 1, 12, 0, 0, 18, 59, 18, 5, 137, hydraftp
10, 10, 7, 57, 26, 129, 28, 28, 28, 35, 17, 0, 2, 13, 9, 11, 8, 162, hydrassh
4, 6, 5, 426, 35, 25, 6, 0, 0, 18, 18, 18, 3, 10, 79, 1, 6, 15, javameter
26, 8, 3, 0, 35, 13, 2, 0, 0, 20, 28, 0, 11, 11, 11, 0, 7, 18, meterpreter
4, 9, 4, 1, 35, 20, 3, 0, 0, 31, 29, 0, 2, 17, 1, 17, 17, 17, webshell
11, 11, 11, 0, 0, 0, 30, 0, 5, 17, 18, 0, 9, 9, 5, 8, 0, 0, adduser
1, 2, 9, 25, 25, 24, 18, 21, 18, 8, 17, 0, 2, 0, 7, 7, 0, 0, hydraftp
2, 9, 13, 37, 43, 3, 28, 27, 27, 8, 9, 0, 17, 5, 70, 15, 0, 0, hydrassh
4, 19, 10, 3, 0, 0, 20, 1, 6, 18, 18, 17, 3, 5, 12, 15, 5, 0, javameter
15, 25, 24, 0, 0, 0, 8, 0, 6, 12, 8, 0, 11, 11, 11, 15, 0, 0, meterpreter
